Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Sea Bird Tourist,A/C Sleeper (2+1),20:30,09:30,13h 00m,INR 900,21 Seats available,"3.5
279",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Zingbus Plus,VE A/C Sleeper (2+1),20:35,13:25,16h 50m,2976,11 Seats available,"4.5
411",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,VE A/C Sleeper (2+1),19:40,12:50,17h 10m,2827,17 Seats available,"4.4
655",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),19:30,09:40,14h 10m,INR 2590,10 Seats available,"4.4
402",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels(M.Dev),A/C Sleeper (2+1),21:02,10:27,13h 25m,INR 2299,7 Seats available,"4.4
106",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,06:15,14h 45m,INR 2299,1 Seat available,"4.2
280",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),18:30,09:00,14h 30m,INR 2835,11 Seats available,"4.1
429",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,12:35,14h 35m,INR 2299,14 Seats available,"4.0
341",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),20:00,10:20,14h 20m,INR 3006,10 Seats available,"4.0
296",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,11:05,15h 05m,INR 2399,4 Seats available,"4.0
285",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",A/C Sleeper (2+1),19:30,10:30,15h 00m,INR 2605,1 Seat available,"4.0
250",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:15,12:00,17h 45m,2375,7 Seats available,"4.2
706",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:40,11:00,14h 20m,INR 2200,8 Seats available,"4.0
236",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Jolly Tours and Travels,VE A/C Sleeper (2+1),18:25,06:30,12h 05m,INR 2000,4 Seats available,"4.1
136",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
GANESH PRASAD TRAVELS,A/C Seater (2+2),18:20,08:10,13h 50m,INR 1500,18 Seats available,New,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
GANESH PRASAD TRAVELS,NON A/C Seater (2+2),17:00,08:10,15h 10m,INR 1200,9 Seats available,New,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,INR 735,18 Seats available,"3.5
110",https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
SR Tours & Travels,A/C Sleeper (2+1),19:45,05:30,09h 45m,1260,12 Seats available,"4.0
5",https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,INR 735,12 Seats available,"3.5
121",https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
SR Tours & Travels,A/C Sleeper (2+1),19:00,05:20,10h 20m,1035,10 Seats available,"2.1
8",https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,INR 850,18 Seats available,"3.4
90",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:15,08:00,08h 45m,INR 2050,10 Seats available,"3.0
74",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
SR Tours & Travels,A/C Sleeper (2+1),18:00,05:30,11h 30m,1260,11 Seats available,"3.0
4",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,INR 1000,5 Seats available,"2.4
80",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,15:15,01h 45m,INR 200,40 Seats available,"3.5
19",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,17:15,01h 45m,INR 200,35 Seats available,"3.9
21",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,INR 200,41 Seats available,"3.7
25",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Ashoka Travels,A/C Sleeper (2+1),08:30,14:50,06h 20m,INR 600,7 Seats available,"3.7
243",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Neeta tours and travels,AC Sleeper (2+1),12:30,19:00,06h 30m,INR 599,23 Seats available,"3.1
173",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Hans Travels (I) Private Limited,A/C Sleeper (2+1),12:30,18:50,06h 20m,INR 600,20 Seats available,"3.0
39",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Shri Ganesh Travels,A/C Seater (2+2),14:00,20:00,06h 00m,INR 400,35 Seats available,"3.8
14",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),15:40,21:45,06h 05m,INR 550,26 Seats available,"4.5
131",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),17:30,23:50,06h 20m,INR 550,31 Seats available,"4.4
42",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:15,01:25,07h 10m,348,9 Seats available,"4.3
51",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,INR 700,14 Seats available,"3.7
210",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Travels,NON A/C Seater (2+2),16:45,23:55,07h 10m,INR 700,31 Seats available,"1.8
29",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
SR Tours & Travels,A/C Sleeper (2+1),19:00,23:59,04h 59m,810,10 Seats available,2.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,21:45,06h 15m,INR 2299,1 Seat available,"4.3
22",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,23:00,06h 30m,INR 2199,3 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
PSR Travels Goa,A/C Sleeper (2+1),16:30,00:00,07h 30m,INR 1999,23 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Jolly Tours and Travels,VE A/C Sleeper (2+1),17:30,00:45,07h 15m,1950,18 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Giroba Travels,Non AC Seater (2+2),18:00,02:00,08h 00m,INR 1500,37 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,INR 850,13 Seats available,"2.9
105",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:30,09h 30m,INR 1650,9 Seats available,"3.6
69",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),15:40,03:00,11h 20m,INR 1017,20 Seats available,"3.9
18",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
SR Tours & Travels,A/C Sleeper (2+1),19:00,06:50,11h 50m,1080,10 Seats available,"2.7
8",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,INR 700,27 Seats available,"2.1
98",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Sharma Travels,AC Sleeper (2+1),15:00,02:00,11h 00m,INR 2000,28 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,INR 490,12 Seats available,"3.5
34",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,INR 700,14 Seats available,"3.7
283",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
SR Tours & Travels,A/C Sleeper (2+1),19:00,04:00,09h 00m,899,10 Seats available,2.4,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,01:30,06h 30m,INR 1650,9 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 99708,AC Seater (2+2),07:30,09:10,01h 40m,INR 200,41 Seats available,"4.3
8",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 151354,Volvo AC Seater 2+2,08:00,09:30,01h 30m,INR 200,39 Seats available,"2.6
7",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,15:30,01h 45m,INR 200,41 Seats available,"3.8
4",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:30,01h 30m,INR 200,41 Seats available,"4.6
11",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,INR 675,14 Seats available,"3.8
48",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,02:00,07h 00m,INR 1650,9 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
SR Tours & Travels,A/C Sleeper (2+1),19:00,04:50,09h 50m,1170,10 Seats available,2.4,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,INR 675,18 Seats available,"2.6
36",https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
SR Tours & Travels,A/C Sleeper (2+1),20:30,05:30,09h 00m,1260,12 Seats available,2.4,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 159022,A/C Seater (2+3),08:00,09:10,01h 10m,INR 200,42 Seats available,"2.5
7",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15,11:25,01h 10m,INR 200,42 Seats available,"4.8
14",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,12:55,01h 25m,INR 200,39 Seats available,"3.3
5",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,13:10,01h 10m,INR 200,48 Seats available,"4.3
5",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:40,01h 10m,INR 200,47 Seats available,4.1,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,INR 200,47 Seats available,"4.3
13",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 159017,A/C Seater (2+3),06:00,07:15,01h 15m,INR 200,47 Seats available,"4.1
16",https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159018,A/C Seater (2+3),07:00,08:15,01h 15m,INR 200,46 Seats available,"1.8
8",https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:00,11:15,01h 15m,INR 200,43 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),11:45,13:00,01h 15m,INR 200,47 Seats available,"2.3
36",https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158962,A/C Seater (2+3),05:15,07:15,02h 00m,INR 400,46 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158962,A/C Seater (2+3),06:45,07:15,00h 30m,INR 150,46 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159017,A/C Seater (2+3),06:45,07:15,00h 30m,INR 150,47 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159018,A/C Seater (2+3),07:45,08:15,00h 30m,INR 150,45 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),08:30,10:30,02h 00m,INR 400,46 Seats available,"2.7
9",https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158968,A/C Seater (2+3),08:45,09:15,00h 30m,INR 150,47 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),09:25,10:30,01h 05m,INR 200,46 Seats available,"3.1
6",https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159647,A/C Seater (2+3),10:30,11:30,01h 00m,INR 200,47 Seats available,"3.3
7",https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:44,11:15,00h 31m,INR 150,43 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),12:30,13:00,00h 30m,INR 150,47 Seats available,"3.0
8",https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,INR 505,14 Seats available,"3.4
15",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,INR 700,14 Seats available,"3.7
138",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,01:30,06h 30m,INR 1650,9 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
SR Tours & Travels,A/C Sleeper (2+1),19:00,03:50,08h 50m,899,10 Seats available,2.4,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,14:00,15:15,01h 15m,INR 150,40 Seats available,3.7,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:00,17:15,01h 15m,INR 150,37 Seats available,3.7,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),19:00,20:00,01h 00m,INR 150,42 Seats available,3.7,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
